id,trigger,conditions,script,text,options,notes,New Column,Column 09
mimikko_mayameet_8,DialogOptionSelected,$option == mimikko_mayameet_7,,"""Art thou serious, you manage that many people?"" She seems very excited, ""Can thou help me, I need more and more believers!""

Based her self-introduction, it is clear to you that her action would bring no harm. Not only that, but she can also help to make the entire society more stable (no, seriously), you quickly agreed to her request.

""Thou......no, Captain, do you want to come to my humble abode for a while, I want to hear thou story!"" After you agreed, the sense of pride disappeared from her completely, leaving only admiration and joy.
","10:mimikko_mayameet_8:It does bring a peace of mind (thinking in your head, follow her)",,,
mimikko_mayameet_9,DialogOptionSelected,$option == mimikko_mayameet_8,,"As you followed behind her, her big tail swang back and forth in your face, making you very curious how a big furry tail like this would feel like. ","10:mimikko_mayameet_9:Touch it
10:mimikko_mayameet_10:Resist the urge to touch it",,,
mimikko_mayameet_10,DialogOptionSelected,$option == mimikko_mayameet_9,,"The moment you touched the tail, her body seems to have shaken, sounding the bells she's been wearing, and she stopped walking.

""Wha....what are thou doing!"" She hopped backward, hugging her tail, her face surprised and completely red.

You quickly apologized and explained yourself, and she forgave you. But the tail's feeling is something you will never forget, worth.
",10:mimikko_mayameet_11:Continue,,,
mimikko_mayameet_11,DialogOptionSelected,$option == mimikko_mayameet_10,,"You resist your urge, you are a guest after all, being disrespectful to her like this does not reflect well on yourself.
You look elsewhere to distract yourself, hopefully there will be a chance in the future, you counselled yourself.
",10:mimikko_mayameet_11:Continue,,,
mimikko_mayameet_12,DialogOptionSelected,$option == mimikko_mayameet_11,,"This night, you drank to your heart's content with this deity, each of you telling your own stories. The deity is very curious about your story.

You also found out that despite the child like appearance, the deity has lived for a very long time. Due to some incident, she was stripped of her powers, and few people nowadays believe in any deity. That is why she is seeking to use modern method to gather believers to restore her divine power. Perhaps, given enough believers, she might restore her power fully.

Oh right, you also realized she likes to eat meat.

Slightly drunk, you lie on the grass in the courtyard, looking up at the flashy starry sky outside of the dome. The drunken deity also wobbled next to you and lied down ""Thou....really....are quite something."" she pointed up to the sky ""I...I Hope...thou may...""
",10:mimikko_mayameet_12:Sleep in peace...,,,
mimikko_mayameet_13,DialogOptionSelected,$option == mimikko_mayameet_12,,"""Repeat, this is first officer, please respond."" Voice in the comm pulled you back to reality, you look at the glowing light in the sky, and responded to the call. ""You are alive, captain! We saw your signal disappear for the whole night, we tried to search your last known location for hours, but we couldn't find you."" You opened the map and found the marking you made last night; you are very far from the marker's location. This shouldn't be possible, but what happened last night is far from ordinary as well. 

You dusted dirt from your body, then you suddenly heard the familiar sound of a bell ringing from your pocket.
",10:mimikko_mayameet_13:This is?,,,
mimikko_mayameet_14,DialogOptionSelected,$option == mimikko_mayameet_13,,"You took out the bell, its sound and appearance looked exactly like the ones on that deity you met last night. You also found a fragrant letter with the following writing on it: ""You have to keep your promise, captain. I will wait for the captain. Once thou are ready, ring the bell! I shall come help you manage the people and make them into my believers! - Maya""

After reading the letter, a shuttle arrived to pick you up. Your first officer even personally came down in the shuttle to check on you.

After returning to the command room, you arranged for a meeting to discuss the encounter last night, and whether to let the deity govern this planet. Although most people received the deity's message, few of the people present believed in the deity, your head medical officer even want to arrange for a full check up for you. After days of discussion, a final survey indicated that many people actually believe in the deity, with the rest simply doesn’t care. In the end, the majority agreed to let this deity, or Maya, govern the people. 

You sit in the command centre, looking at the bell and the letter.
",10:mimikko_mayameet_14:Ring the bell,,,
mimikko_mayameet_15,DialogOptionSelected,$option == mimikko_mayameet_14,,"The sound of bell quieted down, but nothing happened, does that mean ringing the bell in a space ship is too far for Maya?",10:mimikko_mayameet_15:Ring it again,,,
mimikko_mayameet_16,DialogOptionSelected,$option == mimikko_mayameet_15,"$global.mayameet = true
mmAddOfficer maya","When you put your hand on the hatch control, a bang appeared behind you, followed by familar sound of bells and voice of Maya ""Thou......thou place is really far....far away."" Maya is panting, seems teleporting from ground to space is very tiring for her. 

She can teleport?

You clear your throat.
","100:defaultLeave:Welcome abord, Maya",,,
,,,,,,,,
#死萌,,,,,,,,
mimikko_simeng_1,OpenInteractionDialog,"$id == mimikko_simeng_station
!$global.simengmeet",,,10:mimikko_simengmeet_1:What,,,
mimikko_simeng_2,DialogOptionSelected,$option == mimikko_simengmeet_1,,,10:mimikko_simengmeet_2:Who is bored enough to touch a planet like this?,,,
mimikko_simeng_3,DialogOptionSelected,$option == mimikko_simengmeet_2,,,10:mimikko_simengmeet_3:Then Let's play together! I am winning!,,,
mimikko_simeng_4,DialogOptionSelected,$option == mimikko_simengmeet_3,"mmAddOfficer simeng
$global.simengmeet = true",,100:defaultLeave:Return to the bridge,,,
,,,,,,,,
#米露可和米璐库,,,,,,,,
mimikko_mirukomeet_1,PopulateOptions,"$market.id == eochu_bres score:1000
!$global.mirukomeet
$menuState == main","SetStoryOption mimikko_mirukomeet_1 4 avoidCargoScan ui_char_spent_story_point ""I'm down to get it on""
mmSetoptioncolor mimikko_mirukomeet_1 198 223 238","You recieve an advertisement on your tripad about a tournament of a new video game to be hosted on this planet. The game tries to simulate modern space battle, and is named ""StarSector: Sector"". It allows most people to play in a safe but immersive environemnt using special simulation devices. Clearly, the game will be easy for a veteran captain like yourself, and can be a good promotion opportunity, do you want to join?",10:mimikko_mirukomeet_1:Its on,,,
mimikko_mirukomeet_2,DialogOptionSelected,$option == mimikko_mirukomeet_1,,"You quickly arrive at the site and signed up for the next match. Though the tournament hasn't started, you can still practice with other players. After spending a tiny fraction of your saving as entry fee, you studied the rule of the game.

You can select Tri-Tachyon or Hegemony styled ship to fight a head to head match. Both player can mix and match their ship's weapons and all fights will be between frigates......after reading the rules and controls, the lore section of the game caught your attention.

""To oppose the evil Hegemony's ambition to subjugate the Persean sector, to free those under the oppression of the Hegemony, Tri-Tachyon resolutely formed an appropriate department to fight back against the evil invasion of the Hegemony. To Protect the peace and future of the Persean sector, to liberate the oppresed people, a story of Tri-Tachyon's resistance against the Hegemony begins.""

lol.",10:mimikko_mirukomeet_2:Choose a suitable controller,,,
